tweet_id,raw_text,expected_event_type,expected_event_date,expected_location_raw,expected_location_type,expected_state,expected_district,expected_assembly_constituency,expected_block,expected_gp_or_ward,expected_ulb_name,expected_people_handles,expected_people_names,expected_schemes,expected_hashtags,expected_target_groups,expected_communities,expected_organizations,expected_security_type,expected_sentiment_political,notes
1891087900294447372,"भाजपा की लहर सरगुजा से लेकर बस्तर तक पूरे छत्तीसगढ़ में महसूस की जा रही है। माननीय मुख्यमंत्री श्री विष्णु देव साय जी के नेतृत्व में विकास, सुशासन और आशीर्वाद की ऊर्जा प्रमुख रही है। भाजपा आने वाले वर्षों में विकास के नए कीर्तिमान स्थापित करेगी और नए ऊँचाइयों तक पहुंचेगी। https://t.co/eN7KIq9gIX",राजनीतिक वक्तव्य,2025-11-13,सरगुजा,district,Chhattisgarh,सरगुजा,,,,,[],"[""विष्णु देव साय""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891368503900283388,"आदरणीय शिव प्रकाश जी, आपके उत्साहवर्धन रूपी आशीर्वचन के लिए आभार। भाजपा में ही एक साधारण कार्यकर्ता मेहनत, सेवा व समर्पण से असाधारण उपलब्धियाँ हासिल कर सकता है। रायगढ़ में भाई जीवर्धन चौहान जी की ऐतिहासिक जीत यही दर्शाती है। https://t.co/IIDesEhfUW",राजनीतिक वक्तव्य,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891352637410357412,राजिम कुंभ कल्प 2025 - गंगा आरती https://t.co/ex54lhS9zE,धार्मिक / सांस्कृतिक कार्यक्रम,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891316618036195608,"कांग्रेस में कलह चरम पर है। पहले जय-वीरू में टकराव था, अब मामला चतुष्कोणीय हो गया है। सभी नेता बयानबाजी में कूद पड़े हैं। यह साफ इशारा कर रही है कि कांग्रेस डूबती नाव हो गई है। https://t.co/ZfyvdTdbAM",राजनीतिक वक्तव्य,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1891329251187564696,"सामाजिक न्याय व वंचितों के अधिकारों की अलख जगाने वाले भारत रत्न कर्पूरी ठाकुर जी का संपूर्ण जीवन सादगी, ईमानदारी एवं जनसेवा का प्रतीक रहा। वे सदैव एक आदर्श राजनेता के रूप में स्मरणीय रहेंगे।",अन्य,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891341533288268158,"आस्था और अध्यात्म के संगम से जुड़ रहा है भारत,",अन्य,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891375516411666875,"आदरणीय प्रधानमंत्री श्री नरेंद्र मोदी जी के विकसित भारत की संकल्पना के साथ, छत्तीसगढ़ भी 2047 तक विकसित छत्तीसगढ़ बनने की दिशा में आगे बढ़ रहा है। अमृतकाल छत्तीसगढ़ विजन @ 2047 इस लक्ष्य को साकार करने के लिए प्रतिबद्ध है।",अन्य,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],"[""नरेंद्र मोदी""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891379037894824358,"छत्तीसगढ़ के बजट में राज्य की जनता जनार्दन को अधिकाधिक लाभ मिल सके, इसका प्रयास हमने पिछले सवा साल में किया है। आने वाले समय में भी हमारा यही संकल्प रहेगा कि हर योजना व हर निर्णय जनता के हित में हो। https://t.co/gVWO2cFMPy",योजना घोषणा,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1891387657889997006,"आज महानदी भवन, मंत्रालय में वर्ष 2025-26 के बजट व नवीन मद प्रस्तावों पर मंत्री स्तरीय चर्चा के तहत माननीय उप मुख्यमंत्री श्री अरुण साव जी से लोक निर्माण, लोक स्वास्थ्य यांत्रिकी, विधि-विधायी कार्य एवं नगरीय प्रशासन विभाग से संबंधित प्रस्तावों पर चर्चा की।",अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],"[""अरुण साव"", ""उप"", ""स्तरीय चर्चा के""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.7)
1891439760981283186,"आज वर्ष 2025-26 के बजट व नवीन मद प्रस्तावों पर मंत्री स्तरीय चर्चा में माननीय मंत्री श्री केदार कश्यप जी से संसदीय कार्य,वन एवं जलवायु परिवर्तन, जल संसाधन, कौशल विकास, सहकारिता विभागों के संबंध में चर्चा हुई।",अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],"[""केदार कश्यप"", ""स्तरीय चर्चा में""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891400305801138507,"बुलेट नहीं, बैलेट की गूंज।",अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891452585795592697,टेक्नोलॉजी और इनोवेशन के क्षेत्र में सुपर पावर बनने की दिशा में लगातार आगे बढ़ रहा है नया भारत।,अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891481538912829882,"आज माननीय मुख्यमंत्री श्री विष्णु देव साय जी के साथ मुख्यमंत्री सचिवालय, महानदी भवन, मंत्रालय में धार्मिक न्यास-धर्मस्व, इलेक्ट्रॉनिक्स एवं सूचना प्रौद्योगिकी, मछली पालन, पशुपालन, ग्रामोद्योग, स्कूल शिक्षा, सामान्य प्रशासन, उच्च शिक्षा, पर्यटन-संस्कृति, जनशिकायत निवारण, वाणिज्यिक https://t.co/a0DhozKeRB",धार्मिक / सांस्कृतिक कार्यक्रम,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],"[""विष्णु देव साय"", ""सचिवालय""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891524376828215758,"आज महानदी भवन, मंत्रालय में वर्ष 2025-26 के बजट व नवीन मद प्रस्तावों पर आयोजित मंत्री स्तरीय बैठक में वर्चुअल माध्यम से जुड़े माननीय मंत्री श्री दयाल दास बघेल जी से उनके खाद्य, नागरिक आपूर्ति एवं उपभोक्ता संरक्षण विभागों से संबंधित विषयों पर चर्चा हुई।",बैठक,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],"[""दयाल दास बघेल"", ""स्तरीय बैठक में""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891508871765921904,राजिम कुंभ (कल्प) 2025 में आए श्रद्धालुओं ने साझा किया अपना अनुभव...,अन्य,2025-11-13,राजिम,urban,Chhattisgarh,गरियाबंद,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.7)
1891539880783523948,"आज महानदी भवन, मंत्रालय, नवा रायपुर अटल नगर में वर्ष 2025-26 के बजट एवं नवीन मद के संबंध में आयोजित बैठक में अपने विभाग-वित्त, वाणिज्यिक कर, आवास-पर्यावरण, योजना, आर्थिक व सांख्यिकी से जुड़े प्रस्तावों पर चर्चा की। https://t.co/sH1CVw93Sz",बैठक,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891526319478919532,"आदरणीय श्री नितिन नबीन जी, आपके प्रेरणादायक संदेश के लिए आभार।",अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],"[""नितिन नबीन""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891685850544493037,रायगढ़ जिला पंचायत क्षेत्र क्रमांक 5 से भाजपा समर्थित प्रत्याशी श्री ब्रजेश गुप्ता जी को जीत की हार्दिक बधाई एवं शुभकामनायें। https://t.co/UPwdCaAa3P,शुभकामना / बधाई,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],"[""ब्रजेश गुप्ता""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891669304950554806,"त्याग, तपस्या की प्रतिमूर्ति, महान संत स्वामी रामकृष्ण परमहंस जी की जयंती पर कोटि-कोटि नमन।",धार्मिक / सांस्कृतिक कार्यक्रम,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1891699754666467577,"सारंगढ़-बिलाईगढ़ जिला पंचायत क्षेत्र क्रमांक 1 से भाजपा समर्थित प्रत्याशी श्रीमती सरिता मुरारी नायक जी को 9,683 मतों से विजयी होने पर हार्दिक शुभकामनायें। https://t.co/8wFLlmTn0o",शुभकामना / बधाई,2025-11-13,सारंगढ़-बिलाईगढ़,district,Chhattisgarh,सारंगढ़-बिलाईगढ़,,,,,[],"[""सरिता मुरारी नायक""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891710656899899408,"प्रभु श्री राम के भव्य मंदिर के लिए दशकों तक संघर्ष किया, जबकि कांग्रेस ने राम लला के अस्तित्व से इंकार किया। हमारी सरकार अयोध्या धाम व कुंभ जाने वाले भक्तों की सेवा के लिए समर्पित है। 'राम लला दर्शन योजना' बड़ी योजना नहीं, बल्कि यह पार्टी की सोच व भावनाओं का प्रतीक है। https://t.co/6Pkx8B9hOS",योजना घोषणा,2025-11-13,सारंगढ़-बिलाईगढ़,district,Chhattisgarh,सारंगढ़-बिलाईगढ़,,,,,[],"[""राम के भव्य""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1891716438085251556,कांग्रेस का देशविरोधी एजेंडा फिर उजागर। सैम पित्रौदा लगातार देश विरोधी बयान दे रहे हैं और कांग्रेस चुप है। साफ है कि यह सब कांग्रेस आलाकमान के इशारे पर हो रहा है।,राजनीतिक वक्तव्य,2025-11-13,सारंगढ़-बिलाईगढ़,district,Chhattisgarh,सारंगढ़-बिलाईगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1891740170132574216,"भक्तिकाल के प्रमुख संत, महान श्रीकृष्ण भक्त चैतन्य महाप्रभु जी की जयंती पर सादर नमन। https://t.co/w7EUxjp4p1",धार्मिक / सांस्कृतिक कार्यक्रम,2025-11-13,सारंगढ़-बिलाईगढ़,district,Chhattisgarh,सारंगढ़-बिलाईगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1891768812850049469,"आज महानदी भवन, मंत्रालय, नवा रायपुर, अटल नगर में प्रशासनिक कार्यों की सुगमता और प्रभावी क्रियान्वयन सुनिश्चित करने जनहित से जुड़ी फाइलों का निष्पादन किया।",अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.7)
1891783272553673049,मोदी सरकार के प्रयासों से बढ़ रहा माताओं का शैक्षणिक स्तर...,अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1891802313259384936,"आज महानदी भवन, मंत्रालय में माननीय मुख्यमंत्री श्री विष्णु देव साय जी की उपस्थिति में सुशासन एवं अभिसरण विभाग ने सेंटर फॉर इफेक्टिव गवर्नेंस ऑफ इंडियन स्टेट्स और ट्रांसफॉर्मिंग रूरल इंडिया के संग दो एमओयू पर हस्ताक्षर किए।",अन्य,2025-11-13,नवा रायपुर,urban,Chhattisgarh,रायपुर,,,,,[],"[""विष्णु देव साय""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.7)
1891836177939886438,रायगढ़ जिला पंचायत चुनाव के प्रथम चरण में 6 में से 5 सीटों पर भाजपा समर्थित प्रत्याशियों की शानदार जीत। सभी विजयी प्रत्याशियों को हार्दिक बधाई एवं शुभकामनायें। https://t.co/XhQHRapcSV,चुनाव प्रचार,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1891850471687557170,प्रधानमंत्री फसल बीमा योजना- किसानों को सशक्त बनाने की दिशा में एक महत्वपूर्ण कदम।,योजना घोषणा,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],"[""फसल बीमा योजना""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1892027642448060608,राष्ट्रगौरव के प्रतीक छत्रपति शिवाजी महाराज की जयंती पर कोटि-कोटि नमन।,धार्मिक / सांस्कृतिक कार्यक्रम,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1892039273542713574,"राष्ट्रीय स्वयंसेवक संघ के द्वितीय सरसंघचालक, महान विचारक और माँ भारती के अनन्य उपासक श्रद्धेय माधवराव सदाशिवराव गोलवलकर 'गुरुजी' ने राष्ट्रीय भावना को समाज में अनवरत प्रसारित करने का महान कार्य किया। उनके नेतृत्व और विचारों ने भारत को एक सशक्त राष्ट्र बनाने की दिशा में अत्यधिक https://t.co/SelrkusbmI",अन्य,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892059706555809934,"महान स्वतंत्रता सेनानी, समाज सुधारक व प्रखर विचारक श्री गोपाल कृष्ण गोखले जी की पुण्यतिथि पर सादर नमन।",अन्य,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],"[""गोपाल कृष्ण गोखले""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892074220844097819,आदरणीय प्रधानमंत्री श्री नरेंद्र मोदी जी व माननीय केंद्रीय गृह मंत्री श्री अमित शाह जी के दृढ़ संकल्प से छत्तीसगढ़ में माओवाद अंतिम सांस गिन रहा है। पंचायत चुनावों में ग्रामीणों ने निर्भीक होकर लोकतंत्र का समर्थक किया। प्रदेश का गौरव लौट रहा है।,आंतरिक सुरक्षा / पुलिस,2025-11-13,रायगढ़,urban,Chhattisgarh,रायगढ़,,,,,[],"[""अमित शाह"", ""केंद्रीय गृह"", ""नरेंद्र मोदी""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1892118846854791376,जशपुर की माननीय विधायक श्रीमती रायमुनी भगत जी को जन्मदिन की हार्दिक बधाई एवं शुभकामनायें।,शुभकामना / बधाई,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],"[""रायमुनी भगत""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.95)
1892096409215610935,"विकसित भारत, विकसित छत्तीसगढ़ 2047 के संकल्प के साथ हम अमृतकाल छत्तीसगढ़ विजन @ 2047 पर कार्य कर रहे हैं। हर बजट में इसे साकार करने और बड़े विजन को धरातल पर उतारने का हमारा यह संकल्प जारी रहेगा। https://t.co/LWCTWjEBhk",अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892101585343217830,"छत्तीसगढ़ की जनता जर्नादन के लिए एक मजबूत बजट का आधार तैयार किया जा रहा है, जिस पर आर्थिक विकास को और तेजी से गति दिया जा सके। हम नई योजनाओं के साथ आगे बढ़ रहे हैं। https://t.co/E01PfHSY1e",योजना घोषणा,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1892144608823390254,मन की बात के आगामी एपिसोड हेतु स्वच्छ भारत मिशन में अपने योगदान की कहानी आदरणीय प्रधानमंत्री श्री नरेंद्र मोदी जी के साथ साझा कर देशवासियों को प्रेरित करें।,योजना घोषणा,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],"[""नरेंद्र मोदी""]","[""स्वच्छ भारत मिशन""]",[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1892155129677094976,मोदी सरकार में डिजिटल क्रांति से आसान हुआ देशवासियों का जीवन...,अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
75,2025-02-19 10:11:52,अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892199359611298033,हर हर गंगे...,अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892205847226306843,"@tokhansahu_bjp माननीय केंद्रीय राज्य मंत्री श्री तोखन साहू जी, आपकी आत्मीयता व स्नेहपूर्ण भाव के लिए आभार। हम सभी छत्तीसगढ़ महतारी की सेवा एवं विकसित छत्तीसगढ़ के निर्माण के लिए संकल्पित हैं।",अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],"[""केंद्रीय राज्य"", ""तोखन साहू""]",[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892211536854196582,हर हर गंगे... जय माँ गंगे,अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892254490960543943,महाकुंभ है... महाकुंभ है...,अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892389869470540094,पहले मतदान फिर जलपान,चुनाव प्रचार,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.85)
1892430638931673304,"नमामि गंगे, तव पाद पंकजम्।",अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
1892403355416142326,महाकुंभ है... महाकुंभ है...,अन्य,2025-11-13,जशपुर,district,Chhattisgarh,जशपुर,,,,,[],[],[],[],[],[],[],,,Auto-generated from Parser V2 (Confidence: 0.6)
